wl,format,i,proj_type,selectivity,filter_type,time,time_preload
core,parquet,0,one,0.3,range,30,15
core,parquet,0,one,0.3,range,24,17
core,parquet,0,one,0.3,range,31,19
core,parquet,0,one,0.3,range,29,20
core,parquet,0,one,0.3,range,17,6
core,parquet,0,one,0.3,point,22,15
core,parquet,0,one,0.1,range,24,15
core,parquet,0,one,0.1,range,28,19
core,parquet,0,one,0.1,range,29,19
core,parquet,0,one,0.01,point,30,21
core,parquet,0,one,0.01,point,31,21
core,parquet,0,one,0.01,point,18,11
core,parquet,0,one,0.01,point,28,18
core,parquet,0,one,0.01,point,23,14
core,parquet,0,one,0.01,point,30,20
core,parquet,0,one,0.01,point,31,22
core,parquet,0,one,0.01,point,28,20
core,parquet,0,one,0.01,point,32,22
core,parquet,0,one,0.001,point,31,20
core,parquet,0,one,0.001,point,31,22
core,parquet,0,one,0.001,point,27,18
core,parquet,0,one,0.001,point,31,22
core,parquet,0,one,0.001,point,28,18
core,parquet,0,one,0.001,point,29,19
core,parquet,0,one,0.001,point,27,18
core,parquet,0,one,0.001,point,29,19
core,parquet,0,one,0.001,point,25,16
core,parquet,0,one,0.001,point,31,22
core,parquet,0,one,0.0001,point,24,13
core,parquet,0,one,0.0001,point,23,13
core,parquet,0,one,0.0001,point,24,13
core,parquet,0,one,0.0001,point,23,12
core,parquet,0,one,0.0001,point,24,12
core,parquet,0,one,0.0001,point,24,13
core,parquet,0,one,0.0001,point,25,12
core,parquet,0,one,0.0001,point,24,13
core,parquet,0,one,0.0001,point,24,13
core,parquet,0,one,0.0001,point,23,13
core,parquet,0,one,1e-05,point,23,12
core,parquet,0,one,1e-05,point,28,15
core,parquet,0,one,1e-05,point,18,8
core,parquet,0,one,1e-05,point,94,82
core,parquet,0,one,1e-05,point,23,13
core,parquet,0,one,1e-05,point,28,15
core,parquet,0,one,1e-05,point,19,8
core,parquet,0,one,1e-05,point,98,86
core,parquet,0,one,1e-05,point,29,14
core,parquet,0,one,1e-05,point,18,8
core,parquet,0,one,1e-06,point,23,12
core,parquet,0,one,1e-06,point,28,14
core,parquet,0,one,1e-06,point,23,12
core,parquet,0,one,1e-06,point,28,15
core,parquet,0,one,1e-06,point,23,12
core,parquet,0,one,1e-06,point,29,15
core,parquet,0,one,1e-06,point,24,13
core,parquet,0,one,1e-06,point,30,15
core,parquet,0,one,1e-06,point,23,12
core,parquet,0,one,1e-06,point,28,15
core,orc,0,one,0.3,range,23.2557,11.8597
core,orc,0,one,0.3,range,24.5311,18.9261
core,orc,0,one,0.3,range,15.7284,8.64888
core,orc,0,one,0.3,range,18.5546,11.6242
core,orc,0,one,0.3,range,58.1234,49.918200000000006
core,orc,0,one,0.3,point,17.8374,11.9054
core,orc,0,one,0.1,range,15.1472,9.664390000000001
core,orc,0,one,0.1,range,14.2559,7.4446900000000005
core,orc,0,one,0.1,range,18.031200000000002,10.390099999999999
core,orc,0,one,0.01,point,16.872700000000002,9.41616
core,orc,0,one,0.01,point,18.3934,12.6928
core,orc,0,one,0.01,point,13.4133,7.649730000000001
core,orc,0,one,0.01,point,13.268500000000001,7.0749200000000005
core,orc,0,one,0.01,point,16.488699999999998,10.0574
core,orc,0,one,0.01,point,16.4797,8.85224
core,orc,0,one,0.01,point,18.7377,12.4481
core,orc,0,one,0.01,point,15.001000000000001,7.71006
core,orc,0,one,0.01,point,17.8384,10.541699999999999
core,orc,0,one,0.001,point,16.6925,9.71434
core,orc,0,one,0.001,point,19.954199999999997,13.945
core,orc,0,one,0.001,point,16.0223,9.01135
core,orc,0,one,0.001,point,20.8718,13.934000000000001
core,orc,0,one,0.001,point,16.188000000000002,8.997
core,orc,0,one,0.001,point,17.1083,10.5826
core,orc,0,one,0.001,point,16.2152,8.75563
core,orc,0,one,0.001,point,17.042,10.479199999999999
core,orc,0,one,0.001,point,15.0052,7.95133
core,orc,0,one,0.001,point,20.0047,13.7507
core,orc,0,one,0.0001,point,44.8158,35.6704
core,orc,0,one,0.0001,point,46.0037,37.547
core,orc,0,one,0.0001,point,47.3921,39.2787
core,orc,0,one,0.0001,point,44.9175,36.4149
core,orc,0,one,0.0001,point,45.0302,36.4975
core,orc,0,one,0.0001,point,43.996100000000006,35.6979
core,orc,0,one,0.0001,point,43.273199999999996,35.7231
core,orc,0,one,0.0001,point,46.4737,38.1669
core,orc,0,one,0.0001,point,44.558,36.9767
core,orc,0,one,0.0001,point,46.574400000000004,38.320100000000004
core,orc,0,one,1e-05,point,42.2761,34.2618
core,orc,0,one,1e-05,point,46.325900000000004,38.128
core,orc,0,one,1e-05,point,50.177899999999994,41.7994
core,orc,0,one,1e-05,point,35.9296,22.0829
core,orc,0,one,1e-05,point,44.8205,36.6877
core,orc,0,one,1e-05,point,45.2441,37.2182
core,orc,0,one,1e-05,point,51.1528,42.7863
core,orc,0,one,1e-05,point,38.2935,25.6809
core,orc,0,one,1e-05,point,46.989200000000004,38.9103
core,orc,0,one,1e-05,point,51.9003,43.896499999999996
core,orc,0,one,1e-06,point,43.4127,33.9799
core,orc,0,one,1e-06,point,44.320100000000004,35.334900000000005
core,orc,0,one,1e-06,point,42.2944,34.3022
core,orc,0,one,1e-06,point,45.5015,35.9813
core,orc,0,one,1e-06,point,45.585300000000004,37.543800000000005
core,orc,0,one,1e-06,point,45.2875,35.6265
core,orc,0,one,1e-06,point,43.349,35.526799999999994
core,orc,0,one,1e-06,point,45.9428,36.1215
core,orc,0,one,1e-06,point,46.3976,38.7526
core,orc,0,one,1e-06,point,46.176500000000004,36.3234
core,parquet,1,one,0.3,range,22,15
core,parquet,1,one,0.3,range,24,16
core,parquet,1,one,0.3,range,27,19
core,parquet,1,one,0.3,range,28,20
core,parquet,1,one,0.3,range,14,6
core,parquet,1,one,0.3,point,22,15
core,parquet,1,one,0.1,range,23,15
core,parquet,1,one,0.1,range,27,19
core,parquet,1,one,0.1,range,28,19
core,parquet,1,one,0.01,point,30,21
core,parquet,1,one,0.01,point,31,21
core,parquet,1,one,0.01,point,20,11
core,parquet,1,one,0.01,point,27,18
core,parquet,1,one,0.01,point,23,14
core,parquet,1,one,0.01,point,30,20
core,parquet,1,one,0.01,point,31,21
core,parquet,1,one,0.01,point,29,20
core,parquet,1,one,0.01,point,32,22
core,parquet,1,one,0.001,point,29,20
core,parquet,1,one,0.001,point,31,22
core,parquet,1,one,0.001,point,28,18
core,parquet,1,one,0.001,point,32,23
core,parquet,1,one,0.001,point,27,18
core,parquet,1,one,0.001,point,29,19
core,parquet,1,one,0.001,point,27,18
core,parquet,1,one,0.001,point,29,19
core,parquet,1,one,0.001,point,25,16
core,parquet,1,one,0.001,point,32,22
core,parquet,1,one,0.0001,point,24,13
core,parquet,1,one,0.0001,point,23,13
core,parquet,1,one,0.0001,point,24,13
core,parquet,1,one,0.0001,point,24,13
core,parquet,1,one,0.0001,point,23,12
core,parquet,1,one,0.0001,point,23,13
core,parquet,1,one,0.0001,point,23,12
core,parquet,1,one,0.0001,point,23,13
core,parquet,1,one,0.0001,point,24,12
core,parquet,1,one,0.0001,point,24,13
core,parquet,1,one,1e-05,point,24,13
core,parquet,1,one,1e-05,point,29,15
core,parquet,1,one,1e-05,point,18,8
core,parquet,1,one,1e-05,point,94,85
core,parquet,1,one,1e-05,point,23,13
core,parquet,1,one,1e-05,point,28,15
core,parquet,1,one,1e-05,point,18,8
core,parquet,1,one,1e-05,point,96,86
core,parquet,1,one,1e-05,point,28,16
core,parquet,1,one,1e-05,point,18,8
core,parquet,1,one,1e-06,point,24,13
core,parquet,1,one,1e-06,point,29,15
core,parquet,1,one,1e-06,point,24,12
core,parquet,1,one,1e-06,point,28,15
core,parquet,1,one,1e-06,point,25,13
core,parquet,1,one,1e-06,point,29,15
core,parquet,1,one,1e-06,point,24,12
core,parquet,1,one,1e-06,point,28,15
core,parquet,1,one,1e-06,point,23,13
core,parquet,1,one,1e-06,point,29,15
core,orc,1,one,0.3,range,18.8006,11.8557
core,orc,1,one,0.3,range,26.7335,18.9037
core,orc,1,one,0.3,range,15.3621,8.71092
core,orc,1,one,0.3,range,18.0153,11.5974
core,orc,1,one,0.3,range,57.8719,49.8413
core,orc,1,one,0.3,point,17.7968,11.8446
core,orc,1,one,0.1,range,16.3515,9.761830000000002
core,orc,1,one,0.1,range,14.1938,7.32235
core,orc,1,one,0.1,range,17.2824,10.345099999999999
core,orc,1,one,0.01,point,16.0111,9.35622
core,orc,1,one,0.01,point,19.046799999999998,12.4394
core,orc,1,one,0.01,point,13.942599999999999,7.59709
core,orc,1,one,0.01,point,14.216299999999999,6.96506
core,orc,1,one,0.01,point,20.731800000000003,10.092600000000001
core,orc,1,one,0.01,point,15.7653,8.880139999999999
core,orc,1,one,0.01,point,18.8055,12.4197
core,orc,1,one,0.01,point,14.3861,7.5894200000000005
core,orc,1,one,0.01,point,17.7562,10.6678
core,orc,1,one,0.001,point,16.357400000000002,9.57106
core,orc,1,one,0.001,point,20.8389,13.696200000000001
core,orc,1,one,0.001,point,16.3665,9.078100000000001
core,orc,1,one,0.001,point,20.8657,13.9158
core,orc,1,one,0.001,point,16.9541,8.90807
core,orc,1,one,0.001,point,16.2618,10.320400000000001
core,orc,1,one,0.001,point,16.7711,8.82995
core,orc,1,one,0.001,point,16.8046,10.312
core,orc,1,one,0.001,point,15.285699999999999,8.11146
core,orc,1,one,0.001,point,21.2532,13.8619
core,orc,1,one,0.0001,point,44.415299999999995,35.9691
core,orc,1,one,0.0001,point,45.7099,37.5492
core,orc,1,one,0.0001,point,46.459599999999995,38.6284
core,orc,1,one,0.0001,point,44.8785,36.3022
core,orc,1,one,0.0001,point,43.5407,36.369899999999994
core,orc,1,one,0.0001,point,44.585300000000004,35.289500000000004
core,orc,1,one,0.0001,point,43.046099999999996,35.2827
core,orc,1,one,0.0001,point,45.932300000000005,38.3762
core,orc,1,one,0.0001,point,44.9823,36.7143
core,orc,1,one,0.0001,point,47.3901,38.7745
core,orc,1,one,1e-05,point,43.2407,34.2694
core,orc,1,one,1e-05,point,46.3381,37.2917
core,orc,1,one,1e-05,point,51.2544,41.7709
core,orc,1,one,1e-05,point,36.5952,24.6452
core,orc,1,one,1e-05,point,46.620000000000005,36.919
core,orc,1,one,1e-05,point,45.6338,36.9238
core,orc,1,one,1e-05,point,50.768800000000006,42.1368
core,orc,1,one,1e-05,point,38.2389,25.671300000000002
core,orc,1,one,1e-05,point,46.292100000000005,37.7571
core,orc,1,one,1e-05,point,51.819900000000004,43.6004
core,orc,1,one,1e-06,point,42.720800000000004,34.112700000000004
core,orc,1,one,1e-06,point,45.2257,35.493900000000004
core,orc,1,one,1e-06,point,42.715999999999994,34.321200000000005
core,orc,1,one,1e-06,point,44.327600000000004,36.0908
core,orc,1,one,1e-06,point,45.277499999999996,37.6038
core,orc,1,one,1e-06,point,44.992200000000004,35.5885
core,orc,1,one,1e-06,point,44.110299999999995,35.5165
core,orc,1,one,1e-06,point,44.7099,36.3283
core,orc,1,one,1e-06,point,46.912099999999995,38.4554
core,orc,1,one,1e-06,point,44.809000000000005,36.616
core,parquet,2,one,0.3,range,22,15
core,parquet,2,one,0.3,range,25,16
core,parquet,2,one,0.3,range,28,19
core,parquet,2,one,0.3,range,29,20
core,parquet,2,one,0.3,range,16,6
core,parquet,2,one,0.3,point,22,15
core,parquet,2,one,0.1,range,23,15
core,parquet,2,one,0.1,range,28,19
core,parquet,2,one,0.1,range,28,19
core,parquet,2,one,0.01,point,30,21
core,parquet,2,one,0.01,point,29,21
core,parquet,2,one,0.01,point,19,11
core,parquet,2,one,0.01,point,27,18
core,parquet,2,one,0.01,point,22,14
core,parquet,2,one,0.01,point,30,20
core,parquet,2,one,0.01,point,31,22
core,parquet,2,one,0.01,point,28,20
core,parquet,2,one,0.01,point,31,22
core,parquet,2,one,0.001,point,29,20
core,parquet,2,one,0.001,point,31,22
core,parquet,2,one,0.001,point,27,18
core,parquet,2,one,0.001,point,31,22
core,parquet,2,one,0.001,point,27,18
core,parquet,2,one,0.001,point,28,20
core,parquet,2,one,0.001,point,27,18
core,parquet,2,one,0.001,point,29,19
core,parquet,2,one,0.001,point,25,16
core,parquet,2,one,0.001,point,31,22
core,parquet,2,one,0.0001,point,24,13
core,parquet,2,one,0.0001,point,24,12
core,parquet,2,one,0.0001,point,24,12
core,parquet,2,one,0.0001,point,23,13
core,parquet,2,one,0.0001,point,24,13
core,parquet,2,one,0.0001,point,23,13
core,parquet,2,one,0.0001,point,24,12
core,parquet,2,one,0.0001,point,24,13
core,parquet,2,one,0.0001,point,23,13
core,parquet,2,one,0.0001,point,23,13
core,parquet,2,one,1e-05,point,24,13
core,parquet,2,one,1e-05,point,28,15
core,parquet,2,one,1e-05,point,18,8
core,parquet,2,one,1e-05,point,93,83
core,parquet,2,one,1e-05,point,23,13
core,parquet,2,one,1e-05,point,29,14
core,parquet,2,one,1e-05,point,17,8
core,parquet,2,one,1e-05,point,97,85
core,parquet,2,one,1e-05,point,28,15
core,parquet,2,one,1e-05,point,17,8
core,parquet,2,one,1e-06,point,24,12
core,parquet,2,one,1e-06,point,28,15
core,parquet,2,one,1e-06,point,23,12
core,parquet,2,one,1e-06,point,29,15
core,parquet,2,one,1e-06,point,24,13
core,parquet,2,one,1e-06,point,30,15
core,parquet,2,one,1e-06,point,24,13
core,parquet,2,one,1e-06,point,28,14
core,parquet,2,one,1e-06,point,24,13
core,parquet,2,one,1e-06,point,28,14
core,orc,2,one,0.3,range,17.876800000000003,11.822600000000001
core,orc,2,one,0.3,range,24.8185,18.9506
core,orc,2,one,0.3,range,15.3376,8.87152
core,orc,2,one,0.3,range,18.836599999999997,11.6624
core,orc,2,one,0.3,range,57.989,52.1507
core,orc,2,one,0.3,point,17.6972,12.6041
core,orc,2,one,0.1,range,15.7855,9.7096
core,orc,2,one,0.1,range,14.2029,7.49254
core,orc,2,one,0.1,range,17.3195,10.4324
core,orc,2,one,0.01,point,15.333599999999999,9.365210000000001
core,orc,2,one,0.01,point,18.9356,11.9719
core,orc,2,one,0.01,point,12.147,7.589519999999999
core,orc,2,one,0.01,point,16.884,7.136909999999999
core,orc,2,one,0.01,point,22.461499999999997,10.2092
core,orc,2,one,0.01,point,15.6113,8.73095
core,orc,2,one,0.01,point,18.0949,12.341899999999999
core,orc,2,one,0.01,point,15.222299999999999,7.68037
core,orc,2,one,0.01,point,17.3687,10.5751
core,orc,2,one,0.001,point,16.813299999999998,9.633650000000001
core,orc,2,one,0.001,point,20.8942,14.0009
core,orc,2,one,0.001,point,16.145799999999998,8.78362
core,orc,2,one,0.001,point,19.9301,14.1264
core,orc,2,one,0.001,point,16.3098,9.10224
core,orc,2,one,0.001,point,17.0597,10.2023
core,orc,2,one,0.001,point,15.1614,8.8104
core,orc,2,one,0.001,point,17.497700000000002,10.3017
core,orc,2,one,0.001,point,14.6529,8.03636
core,orc,2,one,0.001,point,20.5246,13.5983
core,orc,2,one,0.0001,point,43.8643,36.028999999999996
core,orc,2,one,0.0001,point,44.6987,37.4882
core,orc,2,one,0.0001,point,47.1768,38.565799999999996
core,orc,2,one,0.0001,point,44.1043,36.3235
core,orc,2,one,0.0001,point,45.468300000000006,36.2329
core,orc,2,one,0.0001,point,43.431400000000004,35.327799999999996
core,orc,2,one,0.0001,point,43.4669,35.3571
core,orc,2,one,0.0001,point,46.0082,38.268299999999996
core,orc,2,one,0.0001,point,45.059200000000004,36.7395
core,orc,2,one,0.0001,point,45.4926,38.2049
core,orc,2,one,1e-05,point,43.2788,38.5682
core,orc,2,one,1e-05,point,50.7872,41.8106
core,orc,2,one,1e-05,point,51.200500000000005,41.381099999999996
core,orc,2,one,1e-05,point,41.1634,23.5274
core,orc,2,one,1e-05,point,53.906299999999995,37.1108
core,orc,2,one,1e-05,point,45.788500000000006,37.232
core,orc,2,one,1e-05,point,51.2594,43.5402
core,orc,2,one,1e-05,point,38.1344,25.6781
core,orc,2,one,1e-05,point,47.388600000000004,37.7931
core,orc,2,one,1e-05,point,52.892300000000006,43.5957
core,orc,2,one,1e-06,point,42.1792,34.1897
core,orc,2,one,1e-06,point,44.311099999999996,35.6044
core,orc,2,one,1e-06,point,42.749,34.3673
core,orc,2,one,1e-06,point,44.534400000000005,35.7834
core,orc,2,one,1e-06,point,45.5212,37.8212
core,orc,2,one,1e-06,point,44.2509,35.4749
core,orc,2,one,1e-06,point,43.8437,35.3476
core,orc,2,one,1e-06,point,46.30009999999999,35.854499999999994
core,orc,2,one,1e-06,point,45.9028,38.861
core,orc,2,one,1e-06,point,46.1293,37.0398
core,parquet,3,one,0.3,range,26,15
core,parquet,3,one,0.3,range,24,17
core,parquet,3,one,0.3,range,28,19
core,parquet,3,one,0.3,range,29,20
core,parquet,3,one,0.3,range,14,6
core,parquet,3,one,0.3,point,22,15
core,parquet,3,one,0.1,range,23,15
core,parquet,3,one,0.1,range,28,19
core,parquet,3,one,0.1,range,28,19
core,parquet,3,one,0.01,point,30,21
core,parquet,3,one,0.01,point,30,21
core,parquet,3,one,0.01,point,19,11
core,parquet,3,one,0.01,point,27,18
core,parquet,3,one,0.01,point,23,14
core,parquet,3,one,0.01,point,29,20
core,parquet,3,one,0.01,point,31,21
core,parquet,3,one,0.01,point,29,20
core,parquet,3,one,0.01,point,31,22
core,parquet,3,one,0.001,point,28,19
core,parquet,3,one,0.001,point,31,22
core,parquet,3,one,0.001,point,26,18
core,parquet,3,one,0.001,point,31,22
core,parquet,3,one,0.001,point,28,18
core,parquet,3,one,0.001,point,29,19
core,parquet,3,one,0.001,point,27,18
core,parquet,3,one,0.001,point,29,19
core,parquet,3,one,0.001,point,26,16
core,parquet,3,one,0.001,point,31,22
core,parquet,3,one,0.0001,point,23,12
core,parquet,3,one,0.0001,point,24,13
core,parquet,3,one,0.0001,point,24,12
core,parquet,3,one,0.0001,point,24,13
core,parquet,3,one,0.0001,point,24,13
core,parquet,3,one,0.0001,point,24,13
